chr	windowStart	windowEnd	D	f_d	f_dM	d_f
chr19	12074657	12100729	-0.070386	-0.044957	-0.034076	-0.015221
chr19	12088666	12115081	-0.073700	-0.050184	-0.036924	-0.008731
chr19	12104164	12133698	0.012899	0.009023	0.007632	0.003573
chr19	12115555	12151218	0.094766	0.057531	0.052523	0.024496
chr19	12134553	12160669	0.155010	0.124369	0.115880	0.048509
chr19	12151336	12170796	0.082401	0.085748	0.074901	0.027741
chr19	12161077	12177825	-0.080532	-0.129472	-0.087199	-0.025813
chr19	12171344	12181931	-0.055638	-0.192195	-0.102068	-0.020429
chr19	12177916	12185484	0.070556	0.154607	0.117670	0.027234
chr19	12182378	12192058	0.118797	0.234689	0.192768	0.052115
chr19	12185493	12197396	0.074243	0.164137	0.116469	0.032777
chr19	12192475	12205321	-0.014152	-0.019015	-0.013579	-0.003957
chr19	12197479	12217391	-0.100472	-0.098231	-0.068913	-0.016230
chr19	12205567	12230145	-0.017423	-0.028987	-0.019684	-0.003252
chr19	12218816	12248107	-0.023934	-0.046643	-0.035422	-0.008462
chr19	12230226	12250793	-0.084480	-0.222561	-0.119149	-0.039289
chr19	12248116	12260322	-0.074490	-0.486331	-0.154800	-0.033741
chr19	12250828	12281495	0.017151	0.047897	0.030494	0.005618
chr19	12260330	12290666	0.269828	0.357422	0.305749	0.078973
chr19	12281828	12298870	0.166752	0.444958	0.287104	0.065812
chr19	12291097	12308318	0.009692	0.061361	0.023097	0.003800
chr19	12298903	12320085	-0.034309	-0.149069	-0.076621	-0.013608
chr19	12309118	12328445	0.037031	0.122792	0.078867	0.015961
chr19	12320087	12335977	0.033240	0.123688	0.076340	0.014970
chr19	12328624	12344053	0.058940	0.218092	0.134044	0.030268
chr19	12336169	12359014	0.026887	0.120216	0.049575	0.013584
chr19	12345206	12367950	-0.288644	2.892007	-0.498667	-0.131485
chr19	12359584	12372182	-0.201643	2.567131	-0.483531	-0.080142
chr19	12367987	12390975	-0.085220	-1.713081	-0.239056	-0.030943
chr19	12372467	12409294	-0.151543	-3.740244	-0.329995	-0.056349
chr19	12391022	12411778	-0.292329	6.318613	-0.573654	-0.137900
chr19	12409398	12420813	-0.307459	-10.433005	-0.622363	-0.176631
chr19	12411880	12423590	-0.258610	-3.250299	-0.586513	-0.157299
chr19	12420841	12424630	-0.132794	-0.651992	-0.298439	-0.075341
chr19	12423754	12425626	-0.008685	-0.028132	-0.017608	-0.006374
chr19	12424645	12426813	-0.015378	-0.024876	-0.017912	-0.008374
chr19	12425648	12427460	-0.051611	-0.101642	-0.063742	-0.019072
chr19	12426837	12429449	-0.026495	-0.101638	-0.048232	-0.010368
chr19	12427477	12430041	-0.086124	-0.496233	-0.159660	-0.038524
chr19	12429454	12430637	-0.266902	2.382710	-0.506242	-0.115758
chr19	12430064	12430990	-0.329154	3.326927	-0.545548	-0.147167
chr19	12430658	12439224	-0.316862	-12.737667	-0.453059	-0.150219
chr19	12430998	12440746	-0.274404	-2.498073	-0.386717	-0.133488
chr19	12439236	12441396	-0.063462	-0.221264	-0.125363	-0.032438
chr19	12440754	12442495	0.031672	0.088278	0.063676	0.017347
chr19	12441568	12444068	-0.026965	-0.055463	-0.038085	-0.016277
chr19	12442546	12444405	-0.079089	-0.231489	-0.131608	-0.041321
chr19	12444081	12445302	-0.083041	-0.376873	-0.167387	-0.043494
chr19	12444419	12446135	0.072543	0.194222	0.114203	0.038835
chr19	12445317	12446737	0.114944	0.309761	0.197171	0.062397
chr19	12446159	12447522	0.072449	0.277463	0.192961	0.036141
chr19	12446743	12450345	0.024949	0.100269	0.073009	0.015168
chr19	12447537	12456950	0.003495	0.014886	0.008586	0.004772
chr19	12450348	12459060	0.033384	0.133674	0.079877	0.016684
chr19	12456958	12465245	0.004541	0.015168	0.009776	0.002496
chr19	12459065	12467381	-0.124414	-0.503014	-0.245177	-0.067756
chr19	12465324	12467954	-0.091569	-0.375364	-0.175328	-0.051702
chr19	12467397	12524098	-0.102981	-0.501986	-0.164549	-0.058481
chr19	12467958	12525517	0.196771	0.470808	0.302806	0.109564
chr19	12524144	12526489	0.180673	0.449246	0.299420	0.102920
chr19	12525521	12528802	0.030231	0.131587	0.066183	0.016350
chr19	12526771	12532513	0.052002	0.254433	0.141964	0.023206
chr19	12528822	12536418	0.002499	0.010276	0.006288	0.001168
chr19	12532551	12537562	-0.029893	-0.187457	-0.106990	-0.015220
chr19	12536427	12540242	0.002217	0.024093	0.012423	0.000133
chr19	12537666	12566635	0.033463	0.215432	0.124059	0.014505
chr19	12540251	12576959	0.011186	0.032850	0.021814	0.007157
chr19	12566653	12591650	-0.049545	-0.080141	-0.059958	-0.020333
chr19	12577061	12613500	-0.122979	-0.046668	-0.040180	-0.041153
chr19	12596011	12668771	-0.140374	-0.034286	-0.029601	-0.022924
chr19	12613708	12718087	-0.014613	-0.002666	-0.002483	-0.001789
chr19	12669595	12739323	0.081227	0.018428	0.017168	0.012170
chr19	12719726	12754644	0.120221	0.049156	0.044349	0.023140
chr19	12739372	12783225	-0.022590	-0.005403	-0.005130	0.001701
chr19	12754992	12872368	-0.010686	-0.001222	-0.001173	0.003076
chr19	12783768	12950299	0.018566	0.001127	0.001072	0.001862
chr19	12875691	13016358	-0.083054	-0.006711	-0.006334	-0.016775
chr19	12952437	13033922	-0.023750	-0.001822	-0.001694	-0.002743
chr19	13020976	13090938	0.087478	0.002409	0.002245	0.002709
chr19	13036506	13122776	0.063537	0.004330	0.004116	0.005936
chr19	13092131	13238860	-0.024013	-0.002113	-0.002006	-0.006585
chr19	13122840	13288824	-0.143300	-0.016741	-0.015730	-0.070830
chr19	13239747	13336667	-0.160628	-0.022969	-0.021425	-0.048460
chr19	13290365	13374273	-0.006059	-0.000508	-0.000481	-0.000783
chr19	13336875	13422796	-0.064326	-0.002754	-0.002634	-0.004002
chr19	13377117	13461937	-0.153270	-0.005311	-0.005092	-0.007681
chr19	13423127	13504446	0.054536	0.005861	0.005403	0.002822
chr19	13467884	13532057	0.123534	0.017476	0.015771	0.011630
chr19	13504626	13564384	0.138094	0.015315	0.013864	0.015823
chr19	13532757	13611492	0.014532	0.001151	0.001066	0.001180
chr19	13581785	13627745	-0.049099	-0.004833	-0.004590	-0.003600
chr19	13611990	13638689	-0.050384	-0.012696	-0.011390	-0.007409
chr19	13627973	13657696	0.029067	0.007863	0.006849	0.003794
chr19	13639385	13683404	0.118992	0.017764	0.016146	0.014188
chr19	13657819	13723569	-0.036693	-0.005067	-0.004581	-0.007755
chr19	13687802	13776081	0.070410	0.008565	0.007854	0.018937
chr19	13730430	13818334	0.103746	0.014914	0.013780	0.024496
chr19	13776135	13833813	-0.081546	-0.019506	-0.017487	-0.010645
chr19	13818593	13861081	-0.044977	-0.013358	-0.010557	-0.006713
chr19	13833818	13932031	-0.024251	-0.002944	-0.002610	-0.003594
chr19	13861253	14013430	-0.195221	-0.006548	-0.006229	-0.011035
chr19	13941854	14064711	-0.002561	-0.000105	-0.000101	-0.000178
chr19	14015303	14122276	0.024593	0.001124	0.001090	0.003267
chr19	14071723	14332869	-0.029651	-0.001191	-0.001137	-0.006341
chr19	14126530	14379389	-0.085745	-0.003793	-0.003501	-0.010220
chr19	14333080	14460790	-0.369707	-0.011687	-0.010659	-0.009784
chr19	14379504	14545110	0.045446	0.001234	0.001192	0.002537
chr19	14469676	14574601	-0.035749	-0.002368	-0.002284	-0.005899
chr19	14548998	14608978	-0.014483	-0.001560	-0.001457	-0.002437
chr19	14578805	14647443	0.109106	0.008424	0.007749	0.016711
chr19	14609369	14706751	0.066835	0.010679	0.009816	0.028499
chr19	14649212	14786199	0.041238	0.004352	0.004116	0.020668
chr19	14706904	14932561	0.004417	0.000209	0.000200	0.002551
chr19	14788196	14986845	-0.098944	-0.006043	-0.005765	-0.048362
chr19	14932562	15035556	-0.185183	-0.013189	-0.012592	-0.047610
chr19	14987628	15068826	-0.128336	-0.010503	-0.009949	-0.023132
chr19	15038673	15099076	-0.131390	-0.031521	-0.027713	-0.025271
chr19	15074309	15120401	0.053291	0.011569	0.010567	0.006534
chr19	15099717	15151645	0.094504	0.017338	0.015643	0.012004
chr19	15123399	15222282	0.002625	0.000233	0.000217	0.000329
chr19	15152280	15292952	-0.010758	-0.000722	-0.000694	-0.001389
chr19	15234525	15321382	-0.085189	-0.015828	-0.014663	-0.017162
chr19	15293338	15348896	-0.093968	-0.026509	-0.023024	-0.018204
chr19	15321403	15367238	-0.090299	-0.040171	-0.032485	-0.019520
chr19	15350069	15396974	-0.077219	-0.019582	-0.017083	-0.010376
chr19	15367320	15417917	0.009213	0.000909	0.000858	0.000766
chr19	15397301	15444156	-0.073915	-0.010155	-0.009388	-0.007965
chr19	15420478	15518680	0.022741	0.004492	0.003979	0.002354
chr19	15447991	15557909	0.060118	0.008876	0.008254	0.008046
chr19	15525735	15587226	0.002694	0.000399	0.000372	0.003003
chr19	15558881	15636610	0.093867	0.009606	0.008886	0.012329
chr19	15590414	15744657	-0.018848	-0.000810	-0.000774	-0.001746
chr19	15636711	15788863	-0.081302	-0.004798	-0.004624	-0.010976
chr19	15746448	15810632	0.028580	0.003475	0.003315	0.005233
chr19	15791005	15920318	0.019200	0.001224	0.001180	0.002617
chr19	15815844	15958457	-0.034892	-0.001481	-0.001417	-0.003830
chr19	15921733	15987913	0.122270	0.011385	0.010840	0.014950
chr19	15960895	16054075	0.039506	0.003280	0.003174	0.001267
chr19	15988194	16086751	-0.062286	-0.005173	-0.004919	-0.011927
chr19	16054299	16178101	-0.057869	-0.005079	-0.004756	-0.006514
chr19	16087796	16204213	-0.018295	-0.001161	-0.001081	-0.002200
chr19	16178494	16242671	0.007740	0.001415	0.001281	0.001191
chr19	16204672	16279606	-0.054918	-0.007121	-0.006566	-0.006392
chr19	16243002	16321266	-0.045324	-0.002861	-0.002670	-0.005510
chr19	16280563	16387265	0.040703	0.002644	0.002534	0.003926
chr19	16325662	16524715	0.080162	0.007913	0.007731	0.017051
chr19	16396707	16749204	0.104986	0.009692	0.009318	0.051558
chr19	16524721	16810314	0.100125	0.007319	0.006979	0.030658
chr19	16749999	16881911	-0.037110	-0.002716	-0.002571	-0.004833
chr19	16815740	16936769	-0.091419	-0.011146	-0.010403	-0.013591
chr19	16883527	16979376	-0.129772	-0.023444	-0.022098	-0.028965
chr19	16936841	17025872	-0.127608	-0.011189	-0.010582	-0.017926
chr19	16982844	17051193	-0.016125	-0.000836	-0.000787	-0.001025
chr19	17029593	17054600	0.223127	0.037514	0.032422	0.026950
chr19	17051204	17075595	0.201504	0.084956	0.068253	0.041391
chr19	17054672	17089631	0.051241	0.019037	0.016720	0.012789
chr19	17075737	17119055	-0.053176	-0.008327	-0.007864	-0.011223
chr19	17089671	17213399	0.011281	0.000839	0.000808	0.001874
chr19	17138176	17308105	-0.003749	-0.000114	-0.000110	-0.000335
chr19	17221020	17393102	-0.063126	-0.002008	-0.001933	-0.004507
chr19	17310366	17436962	-0.034547	-0.001889	-0.001783	-0.003062
chr19	17394743	17497675	-0.022351	-0.001481	-0.001402	-0.002494
chr19	17445416	17515892	0.044645	0.004828	0.004501	0.006289
chr19	17498984	17569986	0.081404	0.007223	0.006710	0.008184
chr19	17517798	17607643	-0.009764	-0.000348	-0.000338	-0.000537
chr19	17570858	17634260	0.048748	0.003009	0.002915	0.005287
chr19	17607805	17848606	-0.022298	-0.000871	-0.000835	-0.005696
chr19	17644081	17873895	-0.132009	-0.007159	-0.006768	-0.058702
chr19	17853077	17875022	-0.152696	-0.048714	-0.040120	-0.103410
chr19	17873906	17876464	-0.114785	-0.139929	-0.100890	-0.066391
chr19	17875408	17921484	-0.127743	-0.025105	-0.023359	-0.054072
chr19	17876758	17977467	-0.062387	-0.006104	-0.005615	-0.013836
chr19	17921802	18090753	-0.110849	-0.005454	-0.005172	-0.018241
chr19	17983784	18147060	-0.072677	-0.004098	-0.003959	-0.015759
chr19	18090975	18245960	0.077260	0.003854	0.003736	0.010276
chr19	18154304	18343347	0.145883	0.002985	0.002891	0.007735
chr19	18252912	18437229	-0.230397	-0.007174	-0.006839	-0.018988
chr19	18343639	18506385	-0.252275	-0.010657	-0.010187	-0.033174
chr19	18449348	18524708	-0.076426	-0.006237	-0.005906	-0.013767
chr19	18507125	18562429	0.016098	0.001460	0.001408	0.001864
chr19	18525201	18644501	0.131092	0.005317	0.005177	0.008471
chr19	18565767	18697159	0.019019	0.000717	0.000688	0.001515
chr19	18650233	18755118	-0.004782	-0.000280	-0.000267	-0.000938
chr19	18700109	18816158	-0.019764	-0.001151	-0.001092	-0.002068
chr19	18758626	18860651	0.035294	0.001671	0.001590	0.001947
chr19	18816931	18907460	0.131281	0.008378	0.008097	0.015357
chr19	18860695	18945802	0.215521	0.013948	0.013631	0.022811
chr19	18908002	18963359	0.360121	0.023114	0.022446	0.020742
chr19	18945895	19014303	0.066700	0.009464	0.008598	0.008849
chr19	18964745	19037836	-0.064330	-0.014850	-0.013197	-0.014967
chr19	19014323	19068671	0.158885	0.022101	0.020644	0.038919
chr19	19038692	19152849	0.324009	0.020686	0.019514	0.048686
chr19	19101663	19210578	-0.115219	-0.014687	-0.013453	-0.019881
chr19	19166499	19268385	-0.034081	-0.004673	-0.004354	-0.007432
chr19	19210882	19306375	-0.104985	-0.013522	-0.012246	-0.026572
chr19	19270406	19355712	-0.097650	-0.021168	-0.018399	-0.020760
chr19	19306498	19370533	0.197849	0.026391	0.024865	0.016812
chr19	19358141	19384200	0.468955	0.058093	0.054496	0.036250
chr19	19370534	19389578	0.342752	0.148571	0.116250	0.071150
chr19	19384496	19402579	0.169108	0.080043	0.056254	0.030852
chr19	19389748	19435068	-0.174834	-0.017891	-0.015669	-0.011556
chr19	19404828	19445127	0.161367	0.028636	0.025216	0.021290
chr19	19436794	19449834	0.261838	0.243401	0.179105	0.100554
chr19	19445140	19469956	0.180616	0.242478	0.170384	0.064261
chr19	19449841	19481330	0.032368	0.053437	0.039075	0.011309
chr19	19469972	19487146	0.010877	0.032573	0.022266	0.009009
chr19	19481334	19492215	-0.006749	-0.011173	-0.008984	-0.002059
chr19	19487153	19496457	-0.011846	-0.008803	-0.007520	-0.001310
chr19	19492241	19504702	0.101652	0.039812	0.034253	0.028312
chr19	19496468	19536341	0.133499	0.038178	0.034173	0.023148
chr19	19504737	19581384	-0.004106	-0.000380	-0.000366	-0.000998
chr19	19536453	19627982	-0.044169	-0.001876	-0.001825	-0.002124
chr19	19585522	19649042	0.055699	0.003795	0.003614	0.003258
chr19	19629670	19694633	0.046456	0.005998	0.005553	0.003004
chr19	19678474	19827595	-0.055722	-0.003826	-0.003572	-0.002665
chr19	19697111	19929332	0.078896	0.005888	0.005563	0.005895
chr19	19827671	19946955	0.003143	0.000777	0.000721	0.000536
chr19	19929344	19983384	0.008807	0.002659	0.002363	0.001609
chr19	19947146	20036801	0.073950	0.018890	0.016724	0.014398
chr19	19983568	20099773	0.117261	0.019066	0.017706	0.023681
chr19	20036974	20118786	0.066857	0.006655	0.006312	0.010274
chr19	20100058	20142454	-0.183995	-0.033888	-0.029671	-0.032324
chr19	20118900	20244647	-0.000539	-0.000115	-0.000102	-0.000105
chr19	20143392	20271592	-0.050559	-0.011318	-0.010318	-0.024996
chr19	20245404	20322563	-0.308785	-0.046580	-0.043199	-0.037991
chr19	20271780	20415187	-0.099317	-0.013061	-0.012122	-0.007846
chr19	20342424	20449848	-0.308835	-0.086477	-0.065922	-0.063066
chr19	20418040	20503103	-0.515769	-0.192193	-0.120292	-0.136652
chr19	20450496	20545336	-0.254423	-0.069844	-0.051960	-0.065781
chr19	20505998	20611369	-0.246031	-0.080055	-0.064808	-0.070927
chr19	20568708	20657969	-0.210951	-0.081646	-0.068637	-0.049400
chr19	20611642	20688505	0.044684	0.009679	0.009142	0.007142
chr19	20658282	20867236	-0.032119	-0.003848	-0.003386	-0.001486
chr19	20691143	21153170	0.045738	0.009116	0.008001	0.009925
chr19	20867239	21264288	0.051898	0.014789	0.013683	0.012173
chr19	21153184	21290394	0.068034	0.011909	0.011169	0.007786
chr19	21264379	21340589	-0.052398	-0.011192	-0.010448	-0.007608
chr19	21290414	21371954	-0.083565	-0.019944	-0.018556	-0.020125
chr19	21341904	21394807	-0.123776	-0.027742	-0.025016	-0.029209
chr19	21372220	21402899	-0.087494	-0.038639	-0.031763	-0.025480
chr19	21394819	21410462	-0.065877	-0.038250	-0.029941	-0.029093
chr19	21403385	21436836	-0.072631	-0.025453	-0.021751	-0.024970
chr19	21411874	21459698	0.029477	0.006495	0.006028	0.005263
chr19	21437837	21491266	0.039861	0.009392	0.008763	0.005905
chr19	21462032	21504786	0.065600	0.032355	0.030080	0.012208
chr19	21491317	21650471	0.034915	0.003826	0.003700	0.008809
chr19	21506036	21666619	-0.098452	-0.006490	-0.006298	-0.006570
chr19	21656256	21681462	-0.052542	-0.008986	-0.008673	-0.005274
chr19	21666693	21732563	0.113116	0.008107	0.007840	0.005446
chr19	21681960	21753616	-0.094486	-0.002954	-0.002853	-0.002744
chr19	21732625	21807696	-0.033669	-0.002078	-0.001972	-0.002249
chr19	21753879	21864591	0.045742	0.004375	0.004032	0.003369
chr19	21807808	21901915	0.118678	0.005692	0.005466	0.007795
chr19	21870389	21942446	0.025498	0.001708	0.001642	0.002860
chr19	21915202	21951183	-0.153557	-0.053541	-0.047707	-0.057181
chr19	21942680	22126166	-0.161822	-0.062002	-0.054769	-0.058574
chr19	21959806	22152322	-0.113767	-0.027300	-0.025022	-0.033520
chr19	22138906	22181698	-0.071361	-0.023031	-0.020876	-0.017733
chr19	22153541	22226879	-0.035843	-0.013482	-0.011883	-0.007860
chr19	22183238	22244854	-0.055147	-0.070340	-0.052994	-0.025675
chr19	22226920	22249784	-0.112129	-0.251157	-0.154666	-0.058048
chr19	22245103	22267007	-0.092409	-0.224987	-0.135834	-0.040458
chr19	22250051	22297894	-0.013461	-0.027394	-0.014267	-0.004710
chr19	22267235	22310738	-0.145783	-0.335477	-0.136954	-0.058179
chr19	22298081	22320477	-0.190673	-0.413511	-0.192447	-0.066782
chr19	22311430	22335276	-0.137398	-0.150550	-0.097402	-0.030754
chr19	22320508	22355884	-0.145023	-0.200354	-0.124130	-0.040317
chr19	22336703	22544976	-0.096628	-0.019141	-0.017752	-0.024083
chr19	22356405	22576406	0.260766	0.032725	0.031583	0.055451
chr19	22545787	22600621	0.259336	0.042740	0.040733	0.078553
chr19	22578477	22624182	0.079406	0.014446	0.013464	0.035034
chr19	22600625	22745379	-0.048760	-0.005668	-0.005253	-0.029544
chr19	22625299	22840061	-0.069822	-0.007564	-0.007050	-0.045855
chr19	22768617	22874237	-0.006336	-0.000970	-0.000911	-0.004366
chr19	22840692	22945661	0.052524	0.007390	0.006903	0.043148
chr19	22874288	23050070	0.057877	0.008222	0.007590	0.039717
chr19	22947408	23072035	-0.000486	-0.000118	-0.000107	-0.000173
chr19	23051267	23097193	-0.051109	-0.007228	-0.006726	-0.006380
chr19	23073801	23130357	-0.059935	-0.009371	-0.008522	-0.009399
chr19	23097335	23148285	-0.021119	-0.006155	-0.005389	-0.004881
chr19	23130973	23161041	-0.050020	-0.015715	-0.014089	-0.012153
chr19	23148300	23163388	-0.021411	-0.013729	-0.012256	-0.007964
chr19	23161054	23167492	0.016383	0.009598	0.008511	0.004824
chr19	23163490	23168529	0.018796	0.007561	0.006688	0.010752
chr19	23167494	23228207	0.031287	0.014285	0.012053	0.018735
chr19	23168638	23234845	-0.077833	-0.031732	-0.026499	-0.015742
chr19	23228910	23286803	-0.216044	-0.027591	-0.025896	-0.036834
chr19	23234846	23332534	-0.138955	-0.018442	-0.017330	-0.025096
chr19	23286816	23342388	-0.081644	-0.015351	-0.014216	-0.012166
chr19	23332549	23346086	0.064110	0.018553	0.017370	0.010056
chr19	23342418	23348039	0.078755	0.094231	0.074781	0.019341
chr19	23346093	23355085	0.025863	0.008073	0.007117	0.003861
chr19	23348194	23360139	0.009485	0.004465	0.003993	0.003257
chr19	23355224	23415554	0.012587	0.005609	0.004889	0.003806
chr19	23362320	23429495	0.063570	0.014489	0.013386	0.016479
chr19	23415731	23433722	-0.009723	-0.003747	-0.003361	-0.005592
chr19	23430208	23451187	0.049449	0.018488	0.015783	0.020554
chr19	23433774	23467618	0.076888	0.018936	0.016787	0.029178
chr19	23451287	23494049	-0.198916	-0.047296	-0.038547	-0.066318
chr19	23468664	23526964	-0.025571	-0.004121	-0.003580	-0.009100
chr19	23494163	23554355	-0.072234	-0.017605	-0.015673	-0.035564
chr19	23547258	23590991	-0.244641	-0.066291	-0.056928	-0.138475
chr19	23554363	23616014	-0.112869	-0.024531	-0.021674	-0.071178
chr19	23591381	23652643	-0.063254	-0.021222	-0.018200	-0.047769
chr19	23616563	23668369	-0.052046	-0.020989	-0.017771	-0.028342
chr19	23652709	23678446	-0.014092	-0.006803	-0.005863	-0.006313
chr19	23668394	23682533	0.013866	0.008456	0.007361	0.005582
chr19	23679316	23692786	0.148384	0.146058	0.130600	0.062054
chr19	23682534	23697251	0.063188	0.061714	0.051143	0.033291
chr19	23692809	23707812	-0.109057	-0.112893	-0.088384	-0.036434
chr19	23697425	23747710	-0.104787	-0.042159	-0.037001	-0.017691
chr19	23707813	23756786	-0.049938	-0.013203	-0.011860	-0.005464
chr19	23747719	23761595	-0.011804	-0.005327	-0.004766	-0.001913
chr19	23756853	23791093	0.012043	0.003706	0.003287	0.001976
chr19	23764425	23823197	-0.037713	-0.010567	-0.009428	-0.009246
chr19	23795722	23850193	-0.026454	-0.011941	-0.010519	-0.011122
chr19	23833521	23857824	0.028691	0.013406	0.012253	0.010872
chr19	23850317	23866005	0.048249	0.010758	0.010278	0.012047
chr19	23858054	23870259	0.031751	0.008376	0.007883	0.006556
chr19	23866016	23877906	-0.037517	-0.026422	-0.021744	-0.009379
chr19	23870543	23908244	-0.043986	-0.027325	-0.021269	-0.010267
chr19	23878726	23915183	0.022900	0.008515	0.007180	0.004028
chr19	23908809	23939450	-0.131112	-0.068882	-0.049176	-0.019676
chr19	23915327	23962102	-0.179233	-0.059021	-0.046121	-0.016362
chr19	23939575	23969069	0.041310	0.005063	0.004672	0.001879
chr19	23962162	23998491	-0.132950	-0.011768	-0.010816	-0.006254
chr19	23969242	24001085	-0.098585	-0.014882	-0.013871	-0.007158
chr19	23998495	24016578	0.007791	0.002923	0.002617	0.001185
chr19	24001130	24031026	-0.055288	-0.010297	-0.009530	-0.008412
chr19	24017270	24044690	-0.039984	-0.002673	-0.002602	-0.003763
chr19	24031032	24047651	0.163350	0.013226	0.012554	0.013737
chr19	24044790	24053778	0.188895	0.035658	0.032188	0.012635
chr19	24047653	24062580	0.061836	0.033537	0.031517	0.012942
chr19	24053795	24068718	0.032993	0.015119	0.014308	0.008402
chr19	24063162	24081840	0.041768	0.010935	0.010447	0.006085
chr19	24068915	24089149	-0.088475	-0.051194	-0.036950	-0.019993
chr19	24082194	24094485	-0.060155	-0.049008	-0.031743	-0.016169
chr19	24089410	24101494	0.108674	0.064992	0.054437	0.031558
chr19	24094528	24104678	0.109290	0.069913	0.061728	0.030830
chr19	24101817	24105652	-0.017788	-0.013921	-0.011854	-0.005349
chr19	24104702	24108832	-0.005810	-0.006503	-0.004761	-0.002350
chr19	24105731	24114502	-0.138105	-0.175502	-0.090098	-0.049553
chr19	24109040	24116206	-0.052936	-0.106945	-0.035221	-0.021698
chr19	24114525	24118077	0.218155	0.463949	0.166042	0.094932
chr19	24116617	24120367	0.185282	0.224497	0.096874	0.046751
chr19	24118119	24126749	0.028213	0.019328	0.011771	0.005576
chr19	24120416	24129938	0.093223	0.079212	0.064920	0.034672
chr19	24126904	24145507	0.077836	0.119275	0.096196	0.038049
chr19	24130048	24151610	0.103371	0.250406	0.200309	0.045494
chr19	24145538	24152830	0.091709	0.255242	0.198797	0.044227
chr19	24151612	24155574	0.090729	0.179538	0.136264	0.051628
chr19	24152885	24163950	0.147068	0.200957	0.163920	0.081298
chr19	24155579	24176304	0.066665	0.108353	0.088169	0.038704
chr19	24163954	24177795	0.069578	0.177642	0.141048	0.042319
chr19	24176311	24181062	-0.062280	-0.164252	-0.101888	-0.014066
chr19	24177827	24183747	-0.096400	-0.215587	-0.144924	-0.039671
chr19	24181064	24195319	0.086907	0.155860	0.132494	0.055173
chr19	24194011	24197769	0.155206	0.260358	0.218423	0.086983
chr19	24195324	24220375	0.147395	0.220567	0.178819	0.063458
chr19	24197770	24316017	0.108530	0.056682	0.049785	0.032335
chr19	24221065	24352042	0.015549	0.004521	0.004015	0.003239
chr19	24316107	24359501	-0.014376	-0.008234	-0.006555	-0.003983
chr19	24352693	24374232	-0.049684	-0.029043	-0.023163	-0.020880
chr19	24359518	24380613	-0.001373	-0.000687	-0.000570	-0.001888
chr19	24374627	24387103	0.202544	0.069235	0.057800	0.035930
chr19	24380704	24390500	-0.060739	-0.020446	-0.017002	-0.010112
chr19	24387161	24402766	-0.171705	-0.057598	-0.049543	-0.042974
chr19	24390669	24412172	-0.078566	-0.029994	-0.026631	-0.032172
chr19	24402806	24416806	-0.068842	-0.043755	-0.036421	-0.018540
chr19	24412228	24432032	-0.036181	-0.015970	-0.013974	-0.006463
chr19	24418384	24435940	-0.016550	-0.010573	-0.009372	-0.004369
chr19	24432036	24464814	0.028415	0.006559	0.006092	0.010320
chr19	24435966	24492896	0.109363	0.009647	0.009253	0.019774
chr19	24467647	24506921	0.060073	0.005750	0.005425	0.006346
chr19	24492930	24527178	-0.093007	-0.019396	-0.017466	-0.019189
chr19	24507039	24535168	-0.051801	-0.018048	-0.015569	-0.018054
chr19	24527399	24544004	-0.026316	-0.011118	-0.009339	-0.007330
chr19	24535362	24551201	-0.034910	-0.007274	-0.006641	-0.004245
chr19	24544363	24562893	0.052361	0.007588	0.007199	0.004750
chr19	24551783	24579223	-0.016804	-0.003502	-0.003240	-0.002400
chr19	24562913	24612056	-0.003561	-0.000625	-0.000571	-0.000443
chr19	24580069	24638616	0.129392	0.014602	0.013953	0.020542
chr19	24617358	24666151	0.075371	0.011379	0.010863	0.027666
chr19	24638955	24677016	-0.038489	-0.013782	-0.012493	-0.025090
chr19	24666361	24714237	-0.111870	-0.084777	-0.064949	-0.042734
chr19	24677323	24729340	-0.102433	-0.037235	-0.032122	-0.027187
chr19	24714327	24733289	-0.025505	-0.008097	-0.007487	-0.006952
chr19	24729342	24797622	0.008344	0.003995	0.003454	0.002891
chr19	24733458	24809137	0.023662	0.009942	0.008618	0.007388
chr19	24797627	24822836	-0.083189	-0.045234	-0.036388	-0.020696
chr19	24809166	24864097	-0.159564	-0.031996	-0.028942	-0.038158
chr19	24823275	24908115	-0.115544	-0.009864	-0.009443	-0.026787
chr19	24866698	24942312	0.017581	0.002092	0.001990	0.006930
chr19	24924660	24958091	-0.000792	-0.000214	-0.000194	-0.000386
chr19	24942665	24972233	-0.155901	-0.062885	-0.053235	-0.069388
chr19	24958244	24984326	-0.018227	-0.006145	-0.005364	-0.008484
chr19	24972314	24999157	0.096015	0.039550	0.033750	0.041126
chr19	24986213	25007110	-0.015043	-0.003520	-0.003211	-0.003953
chr19	24999621	25012261	-0.203677	-0.017693	-0.017158	-0.019288
chr19	25007766	25017352	-0.244073	-0.018495	-0.017768	-0.020477
chr19	25012451	25027679	-0.004359	-0.001023	-0.000954	-0.000956
chr19	25017563	25033259	-0.017943	-0.007696	-0.006902	-0.003818
chr19	25027757	25043279	-0.067945	-0.021728	-0.019526	-0.007935
chr19	25033347	25112333	-0.036913	-0.009264	-0.008415	-0.007718
chr19	25043581	25131498	-0.092327	-0.022814	-0.020324	-0.025190
chr19	25113066	25149654	-0.095862	-0.019224	-0.016711	-0.015332
chr19	25131779	25191658	0.043211	0.009183	0.008016	0.005198
chr19	25149724	25206680	0.045964	0.023370	0.019117	0.009084
